1	12	13
2	11	14
3	10	13
4	11	14
5	12	15
6	10	12
7	12	15
8	11	14
9	11	15
10	12	14
11	10	12
12	9	14
13	11	14
14	12	13
15	11	13
16	12	15
17	11	14
18	13	15
19	12	14
20	13	15
21	12	14
22	12	15
23	11	13
24	11	14
25	9	12
26	9	13
27	10	14
28	10	12
29	12	15
30	10	12
31	9	12
32	11	14
33	10	13
34	11	13
35	10	13
36	16	18
37	11	15
38	11	13
39	10	16
40	12	14
41	10	12
42	10	14
43	13	17
44	14	16
45	12	15
46	11	13
47	14	17
48	12	14
49	12	14
50	11	14
51	10	13
52	10	12
53	12	14
54	14	16
55	11	13
56	10	12
57	12	14
58	12	14
59	11	14
60	12	13
61	12	14
62	12	15
63	10	13
64	10	12
65	13	16
66	11	13
67	12	14
68	11	12
69	11	12
70	12	14
71	11	13
72	10	15
73	11	13
74	11	13
75	12	13
76	11	13
77	12	13
78	11	14
79	12	14
80	12	14
81	10	13
82	12	14
83	11	13
84	11	14
85	9	13
86	9	12
87	12	14
88	11	14
89	11	15
90	12	14
91	12	14
92	10	13
93	11	14
94	11	13
95	11	13
96	13	16
97	11	14
98	13	14
99	10	13
100	10	12
101	12	14
102	16	17
103	13	15
104	16	18
105	10	12
106	14	16
107	12	14
108	15	16
109	11	14
110	14	15
111	11	14
112	12	15
113	9	12
114	12	15
115	9	13
116	11	13
117	13	15
118	11	13
119	14	16
120	10	13
121	12	15
122	14	17
123	12	16
124	13	14
125	15	17
126	13	15
127	13	15
128	12	15
129	12	14
130	11	14
131	11	13
132	12	13
133	10	13
134	13	16
135	10	12
136	9	11
137	12	15
138	11	13
139	12	15
140	11	13
141	12	15
142	11	13
143	12	15
144	13	15
145	12	14
146	11	14
147	12	15
148	12	15
149	14	16
150	10	14
151	11	13
152	12	14
153	12	14
154	12	13
155	13	17
156	15	17
157	13	16
158	13	16
159	14	15
160	12	14
161	12	15
162	13	15
163	10	13
164	13	15
165	10	14
166	10	13
167	13	15
168	11	13
169	13	15
170	13	16
171	14	16
172	12	15
173	11	13
174	12	15
