1,1,83,67,75,186,50,-1,-1,-1
1,2,66,104,94,235,50,-1,-1,-1
1,3,258,124,65,152,50,-1,-1,-1
1,4,344,96,58,155,50,-1,-1,-1
1,5,390,88,55,143,50,-1,-1,-1
1,6,175,108,87,183,50,-1,-1,-1
1,7,503,94,72,188,50,-1,-1,-1
1,8,428,121,78,148,50,-1,-1,-1
1,9,345,176,68,236,50,-1,-1,-1
1,10,411,167,80,238,50,-1,-1,-1
1,11,146,235,105,278,50,-1,-1,-1
1,12,253,304,62,213,50,-1,-1,-1
1,13,246,218,103,265,50,-1,-1,-1
1,14,513,262,91,238,50,-1,-1,-1
1,15,598,196,110,263,50,-1,-1,-1
1,16,734,163,63,192,50,-1,-1,-1
1,17,153,435,138,405,50,-1,-1,-1
1,18,611,423,116,330,50,-1,-1,-1
1,19,748,383,125,357,50,-1,-1,-1
1,20,811,331,123,305,50,-1,-1,-1
1,21,1007,362,115,333,50,-1,-1,-1
1,22,1100,427,105,245,50,-1,-1,-1
1,23,1222,336,113,326,50,-1,-1,-1
1,24,1400,347,117,333,50,-1,-1,-1
1,25,1100,93,56,171,50,-1,-1,-1
1,26,1143,97,65,181,50,-1,-1,-1
1,27,1448,651,128,366,50,-1,-1,-1
1,28,1565,566,176,460,50,-1,-1,-1
2,1,80,64,79,195,50,-1,-1,-1
2,2,73,104,91,236,50,-1,-1,-1
2,3,264,126,56,152,50,-1,-1,-1
2,4,341,95,66,190,50,-1,-1,-1
2,5,386,83,61,137,50,-1,-1,-1
2,6,176,107,87,193,50,-1,-1,-1
2,7,501,95,67,185,50,-1,-1,-1
2,8,424,118,80,145,50,-1,-1,-1
2,9,346,180,70,236,50,-1,-1,-1
2,10,410,168,85,236,50,-1,-1,-1
2,11,150,241,106,276,50,-1,-1,-1
2,12,255,303,56,225,50,-1,-1,-1
2,13,252,223,102,271,50,-1,-1,-1
2,14,505,258,101,234,50,-1,-1,-1
2,15,585,202,126,258,50,-1,-1,-1
2,16,735,165,61,203,50,-1,-1,-1
2,17,161,442,141,398,50,-1,-1,-1
2,18,610,423,121,330,50,-1,-1,-1
2,19,761,382,120,362,50,-1,-1,-1
2,20,808,337,127,297,50,-1,-1,-1
2,21,995,372,137,332,50,-1,-1,-1
2,22,1108,427,102,247,50,-1,-1,-1
2,23,1216,340,122,325,50,-1,-1,-1
2,24,1363,347,148,331,50,-1,-1,-1
2,25,1100,93,56,171,50,-1,-1,-1
2,26,1143,97,65,181,50,-1,-1,-1
2,27,1461,660,136,360,50,-1,-1,-1
2,28,1576,571,173,455,50,-1,-1,-1
3,1,90,66,72,195,50,-1,-1,-1
3,2,72,104,86,236,50,-1,-1,-1
3,3,263,121,60,156,50,-1,-1,-1
3,4,343,100,56,180,50,-1,-1,-1
3,5,386,83,52,140,50,-1,-1,-1
3,6,174,107,86,201,50,-1,-1,-1
3,7,497,98,73,184,50,-1,-1,-1
3,8,423,118,77,132,50,-1,-1,-1
3,9,348,177,68,244,50,-1,-1,-1
3,10,410,170,84,237,50,-1,-1,-1
3,11,154,242,107,278,50,-1,-1,-1
3,12,258,306,61,222,50,-1,-1,-1
3,13,247,224,108,272,50,-1,-1,-1
3,14,515,261,95,234,50,-1,-1,-1
3,15,595,203,116,256,50,-1,-1,-1
3,16,693,163,92,202,50,-1,-1,-1
3,17,167,441,141,393,50,-1,-1,-1
3,18,612,420,126,332,50,-1,-1,-1
3,19,758,385,130,356,50,-1,-1,-1
3,20,817,338,117,303,50,-1,-1,-1
3,21,1002,371,151,343,50,-1,-1,-1
3,22,1110,431,101,245,50,-1,-1,-1
3,23,1203,341,136,325,50,-1,-1,-1
3,24,1350,348,162,328,50,-1,-1,-1
3,25,1100,93,56,171,50,-1,-1,-1
3,26,1143,97,65,181,50,-1,-1,-1
3,27,1443,666,168,360,50,-1,-1,-1
3,28,1583,578,168,450,50,-1,-1,-1
4,1,93,67,72,190,50,-1,-1,-1
4,2,74,101,93,237,50,-1,-1,-1
4,3,262,122,66,162,50,-1,-1,-1
4,4,338,97,56,187,50,-1,-1,-1
4,5,381,83,60,141,50,-1,-1,-1
4,6,175,111,86,182,50,-1,-1,-1
4,7,493,96,76,190,50,-1,-1,-1
4,8,417,117,80,135,50,-1,-1,-1
4,9,351,182,70,228,50,-1,-1,-1
4,10,412,171,83,237,50,-1,-1,-1
4,11,158,240,108,263,50,-1,-1,-1
4,12,266,308,56,226,50,-1,-1,-1
4,13,251,228,107,270,50,-1,-1,-1
4,14,514,260,101,235,50,-1,-1,-1
4,15,587,203,118,260,50,-1,-1,-1
4,17,166,445,151,390,50,-1,-1,-1
4,18,605,418,137,333,50,-1,-1,-1
4,19,765,380,123,361,50,-1,-1,-1
4,20,820,346,116,301,50,-1,-1,-1
4,21,1008,370,155,343,50,-1,-1,-1
